"Gender","Ethnicity","EEO4.Description","EEOP.Job.Group.Description","Department","EEO.Function","Age","Employment.Status"
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
0,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,1,"Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY",10,0,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
0,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Administrative Support","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,5,"Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY",10,0,0
1,0,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,0,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY",10,0,0
0,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,0,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
0,4,"Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY",10,0,1
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Officials and Adminstrators","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,5,"Professionals","Professionals","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Officials and Administrators","Officials and Adminstrators","SOCIAL SERVICES AGENCY",10,0,0
1,4,"Professionals","Professionals","VALLEY HEALTH PLAN",8,0,0
1,4,"Professionals","Officials and Adminstrators","VALLEY HEALTH PLAN",8,0,0
1,5,"Professionals","Officials and Adminstrators","VALLEY HEALTH PLAN",8,0,0
1,4,"Professionals","Professionals","VALLEY HEALTH PLAN",8,0,0
1,2,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,2,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,0,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,2,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","COUNTY LIBRARY",11,0,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,0,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,6,"Administrative Support","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,3,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,2,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,7,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,5,"Service Maintenance","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,0,"Skilled Craft Workers","Skilled Craft","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Paraprofessionals","Administrative Support","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,3,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,3,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,2,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,2,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,0,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,5,"Paraprofessionals","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,2,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,2,"Paraprofessionals","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,6,"Protective Service Workers","Protective Services-Non Sworn","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,0,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,0,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,3,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Technicians","Service Maintenance","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,7,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Technicians","Technicians","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,6,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,3,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,6,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,5,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,5,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,2,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,7,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
0,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
0,0,"Professionals","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,5,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,0,"Professionals","Professionals","SANTA CLARA VALLEY MEDICAL CENTER",0,0,1
1,4,"Officials and Administrators","Officials and Adminstrators","SANTA CLARA VALLEY MEDICAL CENTER",0,0,0
1,4,"Service Maintenance","Service Maintenance","VECTOR CONTROL DISTRICT",5,0,0
0,0,"Service Maintenance","Service Maintenance","VECTOR CONTROL DISTRICT",5,0,0
1,0,"Professionals","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT",5,0,0
0,0,"Professionals","Officials and Adminstrators","AGRICULTURE & ENVIRON MGMT",5,0,0
0,4,"Administrative Support","Administrative Support","ASSESSOR",7,0,0
1,0,"Administrative Support","Administrative Support","ASSESSOR",7,0,0
1,7,"Administrative Support","Administrative Support","ASSESSOR",7,0,0
1,0,"Professionals","Officials and Adminstrators","ASSESSOR",7,0,0
1,4,"Officials and Administrators","Professionals","ASSESSOR",7,0,0
1,4,"Officials and Administrators","Officials and Adminstrators","ASSESSOR",7,0,0
1,5,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,0,0
1,5,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,0,0
1,5,"Administrative Support","Administrative Support","BEHAVIORAL HEALTH SERVICES",8,0,0
1,5,"Technicians","Technicians","BEHAVIORAL HEALTH SERVICES",8,0,0
0,4,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
0,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
1,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
1,4,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
0,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
0,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
1,0,"Professionals","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES",8,0,0
0,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
1,0,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
1,6,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,0
0,4,"Professionals","Professionals","CUSTODY HEALTH SERVICES",8,0,0
1,5,"Professionals","Professionals","BEHAVIORAL HEALTH SERVICES",8,0,1
1,5,"Officials and Administrators","Officials and Adminstrators","BEHAVIORAL HEALTH SERVICES",8,0,0
0,7,"Administrative Support","Administrative Support","CLERK OF THE BOARD",7,0,0
1,0,"Administrative Support","Administrative Support","COMMUNICATIONS",9,0,0
1,7,"Administrative Support","Administrative Support","COMMUNICATIONS",9,0,0
0,0,"Administrative Support","Administrative Support","COMMUNICATIONS",9,0,0
1,7,"Administrative Support","Administrative Support","COMMUNICATIONS",9,0,0
1,4,"Administrative Support","Administrative Support","COMMUNICATIONS",9,0,0
1,4,"Administrative Support","Administrative Support","COMMUNITY HEALTH SERVICES",8,0,0
0,4,"Administrative Support","Administrative Support","COMMUNITY HEALTH SERVICES",8,0,1
1,0,"Administrative Support","Administrative Support","COMMUNITY HEALTH SERVICES",8,0,1
1,4,"Paraprofessionals","Administrative Support","COMMUNITY HEALTH SERVICES",8,0,0
1,7,"Technicians","Service Maintenance","COMMUNITY HEALTH SERVICES",8,0,0
1,5,"Paraprofessionals","Administrative Support","CONTROLLER TREASURER",7,0,0
1,4,"Professionals","Professionals","CONTROLLER TREASURER",7,0,0
0,4,"Professionals","Officials and Adminstrators","CONTROLLER TREASURER",7,0,0
1,4,"Professionals","Officials and Adminstrators","CONTROLLER TREASURER",7,0,0
1,0,"Administrative Support","Administrative Support","COUNTY COUNSEL",7,0,0
1,5,"Administrative Support","Administrative Support","COUNTY COUNSEL",7,0,0
1,5,"Administrative Support","Administrative Support","COUNTY COUNSEL",7,0,0
0,0,"Paraprofessionals","Administrative Support","COUNTY COUNSEL",7,0,0
1,0,"Professionals","Professionals","COUNTY COUNSEL",7,0,0
0,0,"Professionals","Officials and Adminstrators","COUNTY EXECUTIVE",7,0,0
1,0,"Professionals","Officials and Adminstrators","COUNTY EXECUTIVE",7,0,0
0,2,"Professionals","Professionals","COUNTY EXECUTIVE",7,0,0
0,0,"Professionals","Professionals","COUNTY EXECUTIVE",7,0,0
0,7,"Officials and Administrators","Officials and Adminstrators","COUNTY EXECUTIVE",7,0,1
0,7,"Paraprofessionals","Administrative Support","COUNTY LIBRARY",11,0,0
1,0,"Professionals","Professionals","COUNTY LIBRARY",11,0,1
0,0,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,0,0
0,6,"Service Maintenance","Service Maintenance","PARKS & RECREATION",5,0,0
0,0,"Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION",5,0,0
1,0,"Protective Service Workers","Protective Services - Sworn","PARKS & RECREATION",5,0,0
