Gender,Ethnicity,EEO4 Description,EEOP Job Group Description,Department  ,EEO Function,Age,Employment Status
Female,Hispanic/Latino,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified Probationary
Female,Hispanic/Latino,Administrative Support,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Unclassified  Benefits
Female,Asian,Paraprofessionals,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Asian,Technicians,Technicians,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Black/African American,Professionals,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Not Applicable,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Asian,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Black/African American,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Two or More Races,Professionals,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Professionals,Administrative Support,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified Probationary
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Not Applicable,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Not Applicable,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified Probationary
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Asian,Professionals,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified Probationary
Male,White,Officials and Administrators,Officials and Adminstrators,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Executive Management
Male,Not Applicable,Professionals,Professionals,SOCIAL SERVICES AGENCY,Public Welfare,40 - 49,Classified Probationary
Male,Asian,No EEO-4 Reporting,Professionals,BOARD OF SUPERVISORS,Financial Administration,40 - 49,Unclassified  Benefits
Female,White,Administrative Support,Administrative Support,VALLEY HEALTH PLAN,Health,40 - 49,Unclassified Extra Help
Female,Asian,Administrative Support,Administrative Support,VALLEY HEALTH PLAN,Health,40 - 49,Classified  Permanent
Female,Asian,Technicians,Professionals,VALLEY HEALTH PLAN,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,VALLEY HEALTH PLAN,Health,40 - 49,Classified  Permanent
Female,Asian,Professionals,Officials and Adminstrators,VALLEY HEALTH PLAN,Health,40 - 49,Classified  Permanent
Male,Asian,Professionals,Officials and Adminstrators,VALLEY HEALTH PLAN,Health,40 - 49,Classified Provisional
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Black/African American,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Not Applicable,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,White,Administrative Support,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Male,Black/African American,Service Maintenance,Administrative Support,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Black/African American,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Male,Not Applicable,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,White,Service Maintenance,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Female,Hispanic/Latino,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Black/African American,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Black/African American,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Paraprofessionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Not Applicable,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Female,Black/African American,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Two or More Races,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Black/African American,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Black/African American,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Paraprofessionals,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Black/African American,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Female,Asian,Paraprofessionals,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Male,Hispanic/Latino,Protective Service Workers,Protective Services-Non Sworn,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Technicians,Skilled Craft,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Black/African American,Technicians,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,White,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Black/African American,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,White,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,White,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Technicians,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,White,Technicians,Skilled Craft,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Technicians,Service Maintenance,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Technicians,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified Extra Help
Female,Asian,Technicians,Technicians,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Male,Asian,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Black/African American,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified Probationary
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Hispanic/Latino,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Not Applicable,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Male,Asian,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Native Hawaiian/Oth Pac Island,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Native Hawaiian/Oth Pac Island,Professionals,Officials and Adminstrators,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
Female,White,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Unclassified  Benefits
Female,Asian,Professionals,Professionals,SANTA CLARA VALLEY MEDICAL CENTER,Hospitals & Sanatoriums,40 - 49,Classified  Permanent
